"","Check","Fund","PV","Department","Vendor","InvoiceDate","StampDate","APDate","CheckDate","Amount","AP","TotalDays","Qtr","APUnder7","AP7_14","APOver14","TotalUnder45","Total46_90","Total91_135","TotalOver135"
"568",1707312,"FDH","","Health","IVES BUSINESS FORMS/",2014-03-17,NA,2014-06-02,2014-06-03,"",2,78,2014 Q2,1,0,0,0,1,0,0
"569",1707316,"LCD","","OCD","GLOBAL INTERNATIONAL R",2014-04-30,NA,2014-06-02,2014-06-03,"",2,34,2014 Q2,1,0,0,1,0,0,0
"570",1707322,"HUD","","OCD","METRO/DURR",2013-08-31,NA,2014-05-30,2014-06-04,"",4,277,2014 Q2,1,0,0,0,0,0,1
"571",1707325,"HUD","","OCD","METRO/DURR",2013-08-31,NA,2014-05-30,2014-06-04,"",4,277,2014 Q2,1,0,0,0,0,0,1
"572",1707328,"LCD","","OCD","IVES BUSINESS FORMS/",2014-05-20,NA,2014-06-04,2014-06-04,"",1,15,2014 Q2,1,0,0,1,0,0,0
"573",1707331,"HUD","","NORDC","WILCOX ACADEMY",2014-05-23,NA,2014-06-02,2014-06-05,"",4,13,2014 Q2,1,0,0,1,0,0,0
"574",1707334,"HUD","","NORDC","NEW ORLEANS BALLET ASS",2014-05-23,NA,2014-06-04,2014-06-05,"",2,13,2014 Q2,1,0,0,1,0,0,0
"575",1707337,"HUD","","NORDC","DIRECTED INITIATIVES F",2014-05-23,NA,2014-06-02,2014-06-05,"",4,13,2014 Q2,1,0,0,1,0,0,0
"576",1707340,"HUD","","NORDC","APEX COMMUNITY ADVANCE",2014-05-23,NA,2014-06-02,2014-06-05,"",4,13,2014 Q2,1,0,0,1,0,0,0
"577",1707343,"PRIV","","OIG","HENDERSON ANALYTICS LL",2014-05-30,NA,2014-06-04,2014-06-05,"",2,6,2014 Q2,1,0,0,1,0,0,0
"578",1707346,"PRIV","","OIG","JEREMY WALTON",2014-05-30,NA,2014-06-04,2014-06-05,"",2,6,2014 Q2,1,0,0,1,0,0,0
"579",1707349,"51","","Public Works","FLEMING CONSTRUCTION C",2014-04-22,NA,2014-06-05,2014-06-05,"",1,44,2014 Q2,1,0,0,1,0,0,0
"580",1707352,"HUD","","NORDC","FRANKLIN AVENUE BAPTIS",2014-05-30,NA,2014-06-02,2014-06-05,"",4,6,2014 Q2,1,0,0,1,0,0,0
"581",1707355,"HUD","","NORDC","FIRST PILGRIMS BAPTIST",2014-05-23,NA,2014-06-04,2014-06-05,"",2,13,2014 Q2,1,0,0,1,0,0,0
"582",1707358,"HUD","","NORDC","YOUNG AUDIENCES INC",2014-05-23,NA,2014-06-04,2014-06-05,"",2,13,2014 Q2,1,0,0,1,0,0,0
"583",1707367,"FDH","","Health","STERICYCLE COMMUNICATI",2014-05-01,NA,2014-06-05,2014-06-06,"",2,36,2014 Q2,1,0,0,1,0,0,0
"584",1707370,"FDH","","Health","LABORATORY CORP.OF AME",2014-05-03,NA,2014-06-05,2014-06-06,"",2,34,2014 Q2,1,0,0,1,0,0,0
"585",1707374,"51","","Public Works","FHP TECTONICS CORP",2014-05-22,NA,2014-06-05,2014-06-06,"",2,15,2014 Q2,1,0,0,1,0,0,0
"586",1707377,"51","","Public Works","H & O INVESTMENTS LLC",2014-05-19,NA,2014-06-05,2014-06-06,"",2,18,2014 Q2,1,0,0,1,0,0,0
"587",1707380,"FDH","","Health","IVES BUSINESS FORMS IN",2014-05-08,NA,2014-06-05,2014-06-06,"",2,29,2014 Q2,1,0,0,1,0,0,0
"588",1707383,"LCD","","OCD","LOUISIANA OFFICE PRODU",2014-04-17,NA,2014-06-05,2014-06-06,"",2,50,2014 Q2,1,0,0,0,1,0,0
"589",1707386,"FJA","","Health","ORLEANS PARISH CRIMINA",2014-05-20,NA,2014-06-04,2014-06-06,"",3,17,2014 Q2,1,0,0,1,0,0,0
"590",1707389,"51","","Public Works","MATERIALS MANAGEMENT G",2014-02-18,NA,2014-06-05,2014-06-06,"",2,108,2014 Q2,1,0,0,0,0,1,0
"591",1707392,"HUD","","NORDC","NEW ORLEANS POLICE",2014-05-23,NA,2014-06-05,2014-06-06,"",2,14,2014 Q2,1,0,0,1,0,0,0
"592",1707395,"51","","Public Works","HAHN ENTERPRISES, INC.",2014-05-15,NA,2014-06-05,2014-06-06,"",2,22,2014 Q2,1,0,0,1,0,0,0
"593",1707400,"LLE","","Mayor","TUWAN R.BROWN",2014-05-15,NA,2014-06-03,2014-06-09,"",5,25,2014 Q2,1,0,0,1,0,0,0
"594",1707407,"PRIV","","Health","SPRINT NEXTEL CORP",2014-05-30,NA,2014-06-04,2014-06-09,"",4,10,2014 Q2,1,0,0,1,0,0,0
"595",1707428,"FDH","","Health","ELYANIA JACKSON",2014-05-01,NA,2014-06-05,2014-06-10,"",4,40,2014 Q2,1,0,0,1,0,0,0
"596",1707431,"FDH","","Health","LATOYIA SEARS",2014-05-01,NA,2014-06-05,2014-06-10,"",4,40,2014 Q2,1,0,0,1,0,0,0
"597",1707434,"FDH","","Health","ROCQUEL HAWKINS",2014-05-01,NA,2014-06-05,2014-06-10,"",4,40,2014 Q2,1,0,0,1,0,0,0
"598",1707437,"FDH","","Health","TRENELLE DENNIS",2014-03-05,NA,2014-06-03,2014-06-10,"",6,97,2014 Q2,1,0,0,0,0,1,0
"599",1707440,"HUD","","NORDC","A'S & ACES",2014-05-23,NA,2014-06-09,2014-06-10,"",2,18,2014 Q2,1,0,0,1,0,0,0
"600",1707443,"LCD","","OCD","SPRINT NEXTEL CORP",2014-05-29,NA,2014-06-06,2014-06-10,"",3,12,2014 Q2,1,0,0,1,0,0,0
"601",1707446,"HUD","","NORDC","KINGSLEY HOUSE, INC.",2014-05-21,NA,2014-06-09,2014-06-10,"",2,20,2014 Q2,1,0,0,1,0,0,0
"602",1707449,"HUD","","NORDC","TOTAL COMMUNITY ACTION",2014-05-23,NA,2014-06-09,2014-06-10,"",2,18,2014 Q2,1,0,0,1,0,0,0
"603",1707452,"51","","Public Works","HARD ROCK CONSTRUCTION",2014-04-09,NA,2014-06-10,2014-06-10,"",1,62,2014 Q2,1,0,0,0,1,0,0
"604",1707455,"DOL","","Mayor","ORLEANS PARISH SCHOOL",2014-06-01,NA,2014-06-09,2014-06-10,"",2,9,2014 Q2,1,0,0,1,0,0,0
"605",1707459,"DOL","","Mayor","BYRD HOUSE CATERING",2014-06-11,NA,2014-06-09,2014-06-11,"",3,0,2014 Q2,1,0,0,1,0,0,0
"606",1707463,"51","","Public Works","KHAFRA ENGINEERING CON",2014-04-30,NA,2014-06-10,2014-06-11,"",2,42,2014 Q2,1,0,0,1,0,0,0
"607",1707466,"51","","Public Works","N.Y. ASSOCIATES",2014-05-31,NA,2014-06-10,2014-06-11,"",2,11,2014 Q2,1,0,0,1,0,0,0
"608",1707469,"51","","Public Works","HARTMAN ENGINEERING",2014-04-30,NA,2014-06-10,2014-06-11,"",2,42,2014 Q2,1,0,0,1,0,0,0
"609",1707472,"51","","Public Works","ALL STAR ELECTRIC INC",2013-08-07,NA,2014-06-10,2014-06-11,"",2,308,2014 Q2,1,0,0,0,0,0,1
"610",1707479,"DOL","","Mayor","NADIYAH M.A.MORRIS",2014-05-29,NA,2014-06-09,2014-06-12,"",4,14,2014 Q2,1,0,0,1,0,0,0
"611",1707482,"51","","Public Works","PROFESSIONAL SERVICE",2012-12-31,NA,2014-06-11,2014-06-12,"",2,528,2014 Q2,1,0,0,0,0,0,1
"612",1707485,"51","","Public Works","SCHRENK, ENDOM, & FLAN",2013-07-16,NA,2014-06-11,2014-06-12,"",2,331,2014 Q2,1,0,0,0,0,0,1
"613",1707488,"FDH","","Health","FAMILY SERVICE OF GREA",2014-05-29,NA,2014-06-11,2014-06-12,"",2,14,2014 Q2,1,0,0,1,0,0,0
"614",1707491,"LDH","","Health","LOUISIANA OFFICE PRODU",2014-05-22,NA,2014-06-03,2014-06-12,"",8,21,2014 Q2,0,1,0,1,0,0,0
"615",1707494,"PRIV","","Mayor","FRENCH QUARTER FESTIVA",2014-05-20,NA,2014-06-03,2014-06-12,"",8,23,2014 Q2,0,1,0,1,0,0,0
"616",1707497,"PRIV","","Mayor","EFFORTS OF GRACE, INC.",2014-05-20,NA,2014-06-03,2014-06-12,"",8,23,2014 Q2,0,1,0,1,0,0,0
"617",1707500,"FEM","","Homeland Security","HEWLETT PACKARD",2013-12-17,NA,2014-06-11,2014-06-12,"",2,177,2014 Q2,1,0,0,0,0,0,1
"618",1707503,"FDH","","Health","STANDARD PARKING CORP",2014-06-01,NA,2014-06-10,2014-06-13,"",4,12,2014 Q2,1,0,0,1,0,0,0
"619",1707506,"LMD","","Homeland Security","MANPOWER GROUP US INC",2014-06-01,NA,2014-06-12,2014-06-13,"",2,12,2014 Q2,1,0,0,1,0,0,0
"620",1707509,"51","","Public Works","LINFIELD HUNTER & JUNI",2013-08-16,NA,2014-06-13,2014-06-13,"",1,301,2014 Q2,1,0,0,0,0,0,1
"621",1707512,"FDH","","Health","RITA CHAPMAN,RN",2014-04-16,NA,2014-06-09,2014-06-13,"",5,58,2014 Q2,1,0,0,0,1,0,0
"622",1707515,"FDH","","Health","TAMLA PIERRE",2014-05-31,NA,2014-06-12,2014-06-16,"",3,16,2014 Q2,1,0,0,1,0,0,0
"623",1707518,"HUD","","OCD","NEW ORLEANS FAMILY JUS",2014-05-14,NA,2014-06-11,2014-06-17,"",5,34,2014 Q2,1,0,0,1,0,0,0
"624",1707521,"FEM","","Homeland Security","SMART, INC.",2014-02-28,NA,2014-06-13,2014-06-17,"",3,109,2014 Q2,1,0,0,0,0,1,0
"625",1707524,"FDH","","Health","CECELIA ROUSSEAU",2014-05-02,NA,2014-06-09,2014-06-18,"",8,47,2014 Q2,0,1,0,0,1,0,0
"626",1707527,"FDH","","Health","OLIVIA SAITO",2014-04-30,NA,2014-06-10,2014-06-18,"",7,49,2014 Q2,1,0,0,0,1,0,0
"627",1707530,"HUD","","OCD","XEROX CORPORATION",2014-06-01,NA,2014-06-10,2014-06-18,"",7,17,2014 Q2,1,0,0,1,0,0,0
"628",1707533,"51","","Public Works","COMMAND CONSTRUCTION",2014-05-22,NA,2014-06-18,2014-06-18,"",1,27,2014 Q2,1,0,0,1,0,0,0
"629",1707536,"HUD","","OCD","PROJECT HOMECOMING INC",2014-06-05,NA,2014-06-10,2014-06-18,"",7,13,2014 Q2,1,0,0,1,0,0,0
"630",1707539,"FDJ","","Health","DESIREE CHARBONNET",2014-04-15,NA,2014-05-28,2014-06-19,"",17,65,2014 Q2,0,0,1,0,1,0,0
"631",1707542,"51","","Public Works","TERRACON CONSULTANTS I",2014-05-29,NA,2014-06-19,2014-06-19,"",1,21,2014 Q2,1,0,0,1,0,0,0
"632",1707545,"51","","Public Works","NEEL-SCHAFFER INC",2012-11-26,NA,2014-06-19,2014-06-19,"",1,570,2014 Q2,1,0,0,0,0,0,1
"633",1707548,"FDH","","Health","LOUISIAN PRIMARY CARE",2014-06-16,NA,2014-06-18,2014-06-19,"",2,3,2014 Q2,1,0,0,1,0,0,0
"634",1707551,"51","","Public Works","RICHARD C. LAMBERT COU",2014-05-07,NA,2014-06-19,2014-06-19,"",1,43,2014 Q2,1,0,0,1,0,0,0
"635",1707554,"PRIV","","OIG","PAULA PENDARVIS LLC",2014-04-30,NA,2014-06-17,2014-06-20,"",4,51,2014 Q2,1,0,0,0,1,0,0
"636",1707557,"HUD","","OCD","ST BERNARD PROJECT",2014-06-10,NA,2014-06-16,2014-06-20,"",5,10,2014 Q2,1,0,0,1,0,0,0
"637",1707560,"DOL","","Mayor","BRIGHT MOMENTS LLC",2014-01-31,NA,2014-06-16,2014-06-20,"",5,140,2014 Q2,1,0,0,0,0,0,1
"638",1707563,"HUD","","OCD","SOUTHERN UNITED NEIGHB",2014-06-09,NA,2014-06-16,2014-06-20,"",5,11,2014 Q2,1,0,0,1,0,0,0
"639",1707566,"FEM","","Homeland Security","RONALD A DUFOUR",2013-10-21,NA,2014-06-17,2014-06-20,"",4,242,2014 Q2,1,0,0,0,0,0,1
"640",1707569,"PRIV","","OIG","HENDERSON ANALYTICS LL",2014-06-13,NA,2014-06-17,2014-06-20,"",4,7,2014 Q2,1,0,0,1,0,0,0
"641",1707572,"PRIV","","Health","CHAMPION GRAPHIC COMMU",2014-04-24,NA,2014-06-11,2014-06-20,"",8,57,2014 Q2,0,1,0,0,1,0,0
"642",1707575,"FDH","","Health","CHALLENGER SOFT",2014-06-01,NA,2014-06-16,2014-06-20,"",5,19,2014 Q2,1,0,0,1,0,0,0
"643",1707578,"PRIV","","Health","3RD MILLENNIUM INSURAN",2014-06-09,NA,2014-06-18,2014-06-20,"",3,11,2014 Q2,1,0,0,1,0,0,0
"644",1707581,"51","","Public Works","BETA TESTING & INSPECT",2014-05-05,NA,2014-06-18,2014-06-20,"",3,46,2014 Q2,1,0,0,0,1,0,0
"645",1707584,"51","","Public Works","FUGRO CONSULTANTS, INC",2014-05-29,NA,2014-06-18,2014-06-20,"",3,22,2014 Q2,1,0,0,1,0,0,0
"646",1707587,"PRIV","","Mayor","NEW ORLEANS CULINARY &",2014-04-18,NA,2014-06-18,2014-06-20,"",3,63,2014 Q2,1,0,0,0,1,0,0
"647",1707590,"LCD","","OCD","IVES BUSINESS FORMS/",2014-06-05,NA,2014-06-20,2014-06-23,"",2,18,2014 Q2,1,0,0,1,0,0,0
"648",1707593,"HUD","","OCD","ROSA MARIE LAINES",2014-07-03,NA,2014-06-13,2014-06-24,"",8,0,2014 Q2,0,1,0,1,0,0,0
"649",1707596,"HUD","","OCD","LOUISIANA HOUSING PROG",2014-06-04,NA,2014-06-19,2014-06-24,"",4,20,2014 Q2,1,0,0,1,0,0,0
"650",1707599,"HUD","","OCD","JOSEPH G MANUEL C/O",2014-06-03,NA,2014-06-19,2014-06-24,"",4,21,2014 Q2,1,0,0,1,0,0,0
"651",1707602,"HUD","","OCD","GREGORY JEFERSON",2014-06-01,NA,2014-06-19,2014-06-24,"",4,23,2014 Q2,1,0,0,1,0,0,0
"652",1707605,"HUD","","OCD","LONDON & LEE T BRIDGET",2014-06-04,NA,2014-06-19,2014-06-24,"",4,20,2014 Q2,1,0,0,1,0,0,0
"653",1707608,"HUD","","OCD","ABSOLUTE NURSING CARE",2014-06-04,NA,2014-06-19,2014-06-24,"",4,20,2014 Q2,1,0,0,1,0,0,0
"654",1707611,"HUD","","OCD","DEMAND REALTY",2014-06-03,NA,2014-06-19,2014-06-24,"",4,21,2014 Q2,1,0,0,1,0,0,0
"655",1708233,"HUD","","OCD","CENTURION DEVELOPMENT",2014-06-01,NA,2014-06-19,2014-06-25,"",5,24,2014 Q2,1,0,0,1,0,0,0
"656",1708251,"HUD","","OCD","CAROL S REGGIO",2014-06-01,NA,2014-06-19,2014-06-25,"",5,24,2014 Q2,1,0,0,1,0,0,0
"657",1708254,"HUD","","OCD","CHARLES W JACOB",2014-06-04,NA,2014-06-19,2014-06-25,"",5,21,2014 Q2,1,0,0,1,0,0,0
"658",1708257,"HUD","","OCD","CHRISTOPHER MARINO SR",2014-06-04,NA,2014-06-19,2014-06-25,"",5,21,2014 Q2,1,0,0,1,0,0,0
"659",1708260,"HUD","","OCD","LOUISIANA HOUSING CORP",2014-06-04,NA,2014-06-19,2014-06-25,"",5,21,2014 Q2,1,0,0,1,0,0,0
"660",1708272,"HUD","","OCD","ABB PROPERTIES LLC",2014-06-04,NA,2014-06-19,2014-06-25,"",5,21,2014 Q2,1,0,0,1,0,0,0
"661",1708280,"FDH","","Health","ROYAL PARKING",2014-06-13,NA,2014-06-23,2014-06-25,"",3,12,2014 Q2,1,0,0,1,0,0,0
"662",1708286,"FDH","","Health","STANDARD PARKING CORP",2014-06-01,NA,2014-06-23,2014-06-26,"",4,25,2014 Q2,1,0,0,1,0,0,0
"663",1708289,"PRIV","","OIG","JACQUELINE GILFORD",2014-06-06,NA,2014-06-23,2014-06-26,"",4,20,2014 Q2,1,0,0,1,0,0,0
"664",1708292,"51","","Public Works","FHP TECTONICS CORP",2014-06-05,NA,2014-06-25,2014-06-26,"",2,21,2014 Q2,1,0,0,1,0,0,0
"665",1708295,"51","","Public Works","PLUS CONCRETE, INC.",2014-06-06,NA,2014-06-20,2014-06-26,"",5,20,2014 Q2,1,0,0,1,0,0,0
"666",1708298,"51","","Public Works","CUSTOM PRODUCTS CORP.",2014-06-04,NA,2014-06-23,2014-06-26,"",4,22,2014 Q2,1,0,0,1,0,0,0
"667",1708301,"51","","Public Works","FUGRO CONSULTANTS, INC",2014-05-29,NA,2014-06-25,2014-06-26,"",2,28,2014 Q2,1,0,0,1,0,0,0
"668",1708305,"HUD","","OCD","IVES BUSINESS FORMS IN",2014-06-05,NA,2014-06-24,2014-06-27,"",4,22,2014 Q2,1,0,0,1,0,0,0
"669",1708308,"FEM","","FIRE","JOES LAWNMOWER SHOP",2014-06-19,NA,2014-06-27,2014-06-27,"",1,8,2014 Q2,1,0,0,1,0,0,0
"670",1708311,"LCD","","OCD","LOUISIANA OFFICE PRODU",2014-06-25,NA,2014-06-30,2014-06-30,"",1,5,2014 Q2,1,0,0,1,0,0,0
"671",1705693,"FEM","","Homeland Security","B & H PHOTO-VIDEO-PRO",2014-04-13,NA,2014-04-30,2014-05-01,"",2,18,2014 Q2,1,0,0,1,0,0,0
"672",1705705,"FDH","","Health","TAMLA PIERRE",2014-04-24,NA,2014-04-28,2014-05-01,"",4,7,2014 Q2,1,0,0,1,0,0,0
"673",1705715,"FHS","","Homeland Security","PROPAC",2014-04-14,NA,2014-04-30,2014-05-01,"",2,17,2014 Q2,1,0,0,1,0,0,0
"674",1705724,"FDH","","Health","ALERE TOXICOLOGY SERVI",2014-03-31,NA,2014-04-29,2014-05-01,"",3,31,2014 Q2,1,0,0,1,0,0,0
"675",1705739,"51","","Capital Projects","CRESCENT COMMERCIAL",2013-12-17,NA,2014-04-30,2014-05-01,"",2,135,2014 Q2,1,0,0,0,0,1,0
"676",1705746,"FDH","","Health","LABORATORY CORP.OF AME",2014-03-29,NA,2014-04-28,2014-05-02,"",5,34,2014 Q2,1,0,0,1,0,0,0
"677",1705749,"HUD","","OCD","CANON FINANCIAL SERVIC",2014-04-12,NA,2014-04-28,2014-05-02,"",5,20,2014 Q2,1,0,0,1,0,0,0
"678",1705752,"HUD","","OCD","CHARLES W JACOB",2014-04-04,NA,2014-05-01,2014-05-02,"",2,28,2014 Q2,1,0,0,1,0,0,0
"679",1705756,"51","","Public Works","URBAN SYSTEMS, INC.",2014-04-11,NA,2014-04-29,2014-05-02,"",4,21,2014 Q2,1,0,0,1,0,0,0
"680",1705759,"HUD","","OCD","CONCERNED CITIZENS",2014-04-02,NA,2014-04-28,2014-05-02,"",5,30,2014 Q2,1,0,0,1,0,0,0
"681",1705761,"HUD","","OCD","HARMONY NEIGBORHOOD",2014-04-07,NA,2014-04-29,2014-05-02,"",4,25,2014 Q2,1,0,0,1,0,0,0
"682",1705764,"51","","Public Works","PEREZ A PROFESSIONAL C",2014-03-28,NA,2014-05-01,2014-05-02,"",2,35,2014 Q2,1,0,0,1,0,0,0
"683",1705777,"51","","Public Works","DURR HEAVY CONSTRUCTIO",2014-04-15,NA,2014-05-06,2014-05-06,"",1,21,2014 Q2,1,0,0,1,0,0,0
"684",1705781,"FDJ","","Health","CHRIS GUNTHER",2014-04-04,NA,2014-05-05,2014-05-07,"",3,33,2014 Q2,1,0,0,1,0,0,0
"685",1705784,"FDH","","Health","STERICYCLE COMMUNICATI",2014-04-01,NA,2014-05-05,2014-05-07,"",3,36,2014 Q2,1,0,0,1,0,0,0
"686",1705787,"LCD","","OCD","MQVN COMM. DEVEL. CORP",2014-02-28,NA,2014-05-07,2014-05-07,"",1,68,2014 Q2,1,0,0,0,1,0,0
"687",1705790,"FHS","","Homeland Security","ENTERCOM-WWL",2014-04-27,NA,2014-05-01,2014-05-07,"",5,10,2014 Q2,1,0,0,1,0,0,0
"688",1705793,"DOL","","Mayor","BRIGHT MOMENTS LLC",2014-04-11,NA,2014-05-01,2014-05-07,"",5,26,2014 Q2,1,0,0,1,0,0,0
"689",1705796,"51","","Public Works","YOUNG'S GENERAL CONTRA",2014-03-26,NA,2014-05-02,2014-05-07,"",4,42,2014 Q2,1,0,0,1,0,0,0
"690",1705799,"DOL","","Mayor","ARBOR E&T LLC DBA RESC",2014-04-10,NA,2014-05-01,2014-05-07,"",5,27,2014 Q2,1,0,0,1,0,0,0
"691",1705802,"DOL","","Mayor","ARBOR E&T LLC DBA RESC",2014-01-08,NA,2014-05-01,2014-05-07,"",5,119,2014 Q2,1,0,0,0,0,1,0
"692",1705805,"51","","Capital Projects","ENVIRON INTERNATIONAL",2012-06-20,NA,2014-05-01,2014-05-07,"",5,686,2014 Q2,1,0,0,0,0,0,1
"693",1705808,"FEM","","OCD","DIASTER RECOVERY CONSU",2014-01-13,NA,2014-05-07,2014-05-07,"",1,114,2014 Q2,1,0,0,0,0,1,0
"694",1705811,"FEM","","OCD","DIASTER RECOVERY CONSU",2013-08-23,NA,2014-05-06,2014-05-07,"",2,257,2014 Q2,1,0,0,0,0,0,1
"695",1705814,"FHS","","Homeland Security","IVES BUSINESS FORMS IN",2014-04-16,NA,2014-05-02,2014-05-07,"",4,21,2014 Q2,1,0,0,1,0,0,0
"696",1705817,"UDG","","OCD","LOUISIANA OFFICE PRODU",2014-04-17,NA,2014-04-28,2014-05-07,"",8,20,2014 Q2,0,1,0,1,0,0,0
"697",1705820,"FDH","","Health","CHALLENGER SOFT",2014-05-01,NA,2014-05-06,2014-05-07,"",2,6,2014 Q2,1,0,0,1,0,0,0
"698",1705823,"DOL","","Mayor","GOING PLACES TRAVEL",2014-04-23,NA,2014-05-02,2014-05-07,"",4,14,2014 Q2,1,0,0,1,0,0,0
"699",1705826,"FEM","","Homeland Security","SMART, INC.",2014-04-28,NA,2014-05-06,2014-05-07,"",2,9,2014 Q2,1,0,0,1,0,0,0
"700",1705829,"51","","Public Works","ROTOLO CONSULTANTS, IN",2014-04-20,NA,2014-05-02,2014-05-07,"",4,17,2014 Q2,1,0,0,1,0,0,0
"701",1705834,"FDH","","Health","KIMBERLY WILLIAMS",2014-02-12,NA,2014-04-28,2014-05-08,"",9,85,2014 Q2,0,1,0,0,1,0,0
"702",1705842,"PRIV","","Health","MONOGRAM EXPRESS",2014-04-25,NA,2014-05-05,2014-05-08,"",4,13,2014 Q2,1,0,0,1,0,0,0
"703",1705855,"FDJ","","Health","SPRINT NEXTEL CORP",2014-04-30,NA,2014-05-05,2014-05-08,"",4,8,2014 Q2,1,0,0,1,0,0,0
"704",1705896,"FJA","","Health","CHAMPION GRAPHIC COMMU",2014-04-25,NA,2014-05-05,2014-05-08,"",4,13,2014 Q2,1,0,0,1,0,0,0
"705",1705899,"FJA","","Health","LOUISIANA OFFICE PRODU",2014-05-01,NA,2014-05-05,2014-05-08,"",4,7,2014 Q2,1,0,0,1,0,0,0
"706",1705902,"PRIV","","Health","LOUISIANA OFFICE PRODU",2014-05-01,NA,2014-05-05,2014-05-08,"",4,7,2014 Q2,1,0,0,1,0,0,0
"707",1705908,"PRIV","","Health","RAISED PRINTING SPECIA",2014-04-23,NA,2014-05-05,2014-05-08,"",4,15,2014 Q2,1,0,0,1,0,0,0
"708",1705924,"HUD","","OCD","XEROX CORPORATION",2014-05-01,NA,2014-05-08,2014-05-12,"",3,11,2014 Q2,1,0,0,1,0,0,0
"709",1705927,"HUD","","OCD","ST BERNARD PROJECT",2014-05-02,NA,2014-05-08,2014-05-12,"",3,10,2014 Q2,1,0,0,1,0,0,0
"710",1705930,"HUD","","OCD","SKILLPATH SEMINARS",2014-04-28,NA,2014-04-29,2014-05-12,"",10,14,2014 Q2,0,1,0,1,0,0,0
"711",1705933,"LSS","","OCD","HOUSE OF RUTH, INC.",2014-04-23,NA,2014-05-09,2014-05-12,"",2,19,2014 Q2,1,0,0,1,0,0,0
"712",1705936,"FEM","","Youth Study Center","LOUISIANA OFFICE PRODU",2014-04-30,NA,2014-05-09,2014-05-12,"",2,12,2014 Q2,1,0,0,1,0,0,0
"713",1705939,"UDG","","OCD","COTTAGE CATERING",2014-05-09,NA,2014-05-09,2014-05-12,"",2,3,2014 Q2,1,0,0,1,0,0,0
"714",1705943,"51","","Public Works","COMMAND CONSTRUCTION",2014-03-31,NA,2014-05-13,2014-05-13,"",1,43,2014 Q2,1,0,0,1,0,0,0
"715",1705946,"51","","Public Works","CUSTOM PRODUCTS CORP.",2014-04-28,NA,2014-05-12,2014-05-13,"",2,15,2014 Q2,1,0,0,1,0,0,0
"716",1705949,"51","","Public Works","FLEMING CONSTRUCTION C",2014-04-14,NA,2014-05-13,2014-05-13,"",1,29,2014 Q2,1,0,0,1,0,0,0
"717",1705952,"51","","Public Works","BURK-KLEINPETER, INC.",2014-04-14,NA,2014-05-13,2014-05-13,"",1,29,2014 Q2,1,0,0,1,0,0,0
"718",1705955,"HUD","","OCD","UPTON CARWASH & XPRESS",2014-04-01,NA,2014-05-07,2014-05-13,"",5,42,2014 Q2,1,0,0,1,0,0,0
"719",1705958,"FHS","","Homeland Security","GOVERNOR'S OFFICE OF H",2014-04-29,NA,2014-05-12,2014-05-13,"",2,14,2014 Q2,1,0,0,1,0,0,0
"720",1705963,"LMD","","Homeland Security","OPS-CORE INC",2014-05-05,NA,2014-05-14,2014-05-15,"",2,10,2014 Q2,1,0,0,1,0,0,0
"721",1705965,"FEM","","Homeland Security","B & H PHOTO-VIDEO-PRO",2014-05-06,NA,2014-05-14,2014-05-15,"",2,9,2014 Q2,1,0,0,1,0,0,0
"722",1705968,"51","","Public Works","WDG LLC DBA WDG ARCHIT",2014-04-30,NA,2014-05-13,2014-05-15,"",3,15,2014 Q2,1,0,0,1,0,0,0
"723",1705971,"FDH","","Health","COX COMMUNICATIONS INC",2014-04-22,NA,2014-05-14,2014-05-15,"",2,23,2014 Q2,1,0,0,1,0,0,0
"724",1705974,"51","","Public Works","H & O INVESTMENTS LLC",2014-03-10,NA,2014-05-13,2014-05-15,"",3,66,2014 Q2,1,0,0,0,1,0,0
"725",1705977,"FDH","","Health","NO/AIDS TASK FORCE",2014-04-30,NA,2014-05-14,2014-05-15,"",2,15,2014 Q2,1,0,0,1,0,0,0
"726",1705980,"FDH","","Health","A MALONEY MOVING & STO",2014-05-01,NA,2014-05-14,2014-05-15,"",2,14,2014 Q2,1,0,0,1,0,0,0
"727",1705983,"51","","Public Works","FUGRO CONSULTANTS, INC",2014-05-01,NA,2014-05-13,2014-05-15,"",3,14,2014 Q2,1,0,0,1,0,0,0
"728",1705986,"FDH","","Health","KYOCERA MITA AMERICA,",2014-02-20,NA,2014-05-14,2014-05-15,"",2,84,2014 Q2,1,0,0,0,1,0,0
"729",1706870,"FDH","","Health","A MALONEY MOVING & STO",2014-04-17,NA,2014-05-14,2014-05-16,"",3,29,2014 Q2,1,0,0,1,0,0,0
"730",1706874,"51","","Public Works","AECOM USA INC",2014-05-07,NA,2014-05-15,2014-05-19,"",3,12,2014 Q2,1,0,0,1,0,0,0
"731",1706877,"FDH","","Health","LABOR READY",2014-04-04,NA,2014-05-16,2014-05-19,"",2,45,2014 Q2,1,0,0,1,0,0,0
"732",1706880,"HUD","","OCD","NEW ORLEANS FAMILY JUS",2014-04-28,NA,2014-05-14,2014-05-19,"",4,21,2014 Q2,1,0,0,1,0,0,0
"733",1706883,"FDH","","Health","PRIORITY HEALTH CARE",2014-04-22,NA,2014-05-14,2014-05-19,"",4,27,2014 Q2,1,0,0,1,0,0,0
"734",1706886,"LMD","","Homeland Security","GALL'S, INC.",2014-05-05,NA,2014-05-15,2014-05-19,"",3,14,2014 Q2,1,0,0,1,0,0,0
